Admin0,Admin1,Population,Year,Dataset
Canada,Alberta,3735664,2018,LandScan Global
Canada,British Columbia,4582629,2018,LandScan Global
Canada,Manitoba,1299587,2018,LandScan Global
Canada,New Brunswick,801121,2018,LandScan Global
Canada,Newfoundland and Labrador,541507,2018,LandScan Global
Canada,Northwest Territories,45627,2018,LandScan Global
Canada,Nova Scotia,1012296,2018,LandScan Global
Canada,Nunavut,29834,2018,LandScan Global
Canada,Ontario,13707557,2018,LandScan Global
Canada,Prince Edward Island,145589,2018,LandScan Global
Canada,Quebec,8483061,2018,LandScan Global
Canada,Saskatchewan,1100432,2018,LandScan Global
Canada,Yukon,34465,2018,LandScan Global
Central African Republic,Bamingui-Bangoran,70990,2018,LandScan Global
Central African Republic,Bangui,929201,2018,LandScan Global
Central African Republic,Basse-Kotto,361524,2018,LandScan Global
Central African Republic,Nana-Grebizi,159080,2018,LandScan Global
Central African Republic,Haute-Kotto,126404,2018,LandScan Global
Central African Republic,Mambere-Kadei,526992,2018,LandScan Global
Central African Republic,Haut-Mbomou,68828,2018,LandScan Global
Central African Republic,Kemo,178171,2018,LandScan Global
Central African Republic,Lobaye,391775,2018,LandScan Global
Central African Republic,Mbomou,232899,2018,LandScan Global
Central African Republic,Nana-Mambere,326739,2018,LandScan Global
Central African Republic,Ombella-Mpoko,571949,2018,LandScan Global
Central African Republic,Ouaka,405969,2018,LandScan Global
Central African Republic,Ouham,520505,2018,LandScan Global
Central African Republic,Ouham-Pende,596856,2018,LandScan Global
Central African Republic,Sangha-Mbaere,163503,2018,LandScan Global
Central African Republic,Vakaga,74126,2018,LandScan Global
Chad,Barh el Gazel,362809,2018,LandScan Global
Chad,Batha,697451,2018,LandScan Global
Chad,Borkou,170575,2018,LandScan Global
Chad,Chari-Baguirmi,891103,2018,LandScan Global
Chad,Ennedi-Ouest,58912,2018,LandScan Global
Chad,Guera,771364,2018,LandScan Global
Chad,Hadjer-Lamis,811380,2018,LandScan Global
Chad,Kanem,498337,2018,LandScan Global
Chad,Lac,602646,2018,LandScan Global
Chad,Logone Occidental,1048941,2018,LandScan Global
Chad,Logone Oriental,1045132,2018,LandScan Global
Chad,Mandoul,906821,2018,LandScan Global
Chad,Mayo-Kebbi Est,1112539,2018,LandScan Global
Chad,Mayo-Kebbi Ouest,825206,2018,LandScan Global
Chad,Moyen-Chari,866668,2018,LandScan Global
Chad,Ville de N'Djamena,1245193,2018,LandScan Global
Chad,Ouaddai,1034926,2018,LandScan Global
Chad,Salamat,433750,2018,LandScan Global
Chad,Sila,554460,2018,LandScan Global
Chad,Tandjile,959365,2018,LandScan Global
Chad,Tibesti,27135,2018,LandScan Global
Chad,Wadi Fira,723080,2018,LandScan Global
Chile,Aysen,101847,2018,LandScan Global
Chile,Antofagasta,618632,2018,LandScan Global
Chile,Araucania,977105,2018,LandScan Global
Chile,Arica y Parinacota,230822,2018,LandScan Global
Chile,Atacama,291117,2018,LandScan Global
Chile,Coquimbo,770180,2018,LandScan Global
Chile,Libertador General Bernardo O'Higgins,932041,2018,LandScan Global
Chile,Los Lagos,759522,2018,LandScan Global
Chile,Los Rios,391432,2018,LandScan Global
Chile,Magallanes y de la Antartica Chilena,155601,2018,LandScan Global
Chile,Maule,1065338,2018,LandScan Global
Chile,Region Metropolitana,7254873,2018,LandScan Global
Chile,Tarapaca,302984,2018,LandScan Global
Chile,Valparaiso,1841893,2018,LandScan Global
China,Anhui,61940661,2018,LandScan Global
China,Beijing,20310660,2018,LandScan Global
China,Chongqing,29959921,2018,LandScan Global
China,Fujian,37366590,2018,LandScan Global
China,Gansu,26538773,2018,LandScan Global
China,Guangdong,107479549,2018,LandScan Global
China,Guangxi,47680368,2018,LandScan Global
China,Guizhou,36159162,2018,LandScan Global
China,Hainan,8935241,2018,LandScan Global
China,Hebei,74335913,2018,LandScan Global
China,Heilongjiang,39789477,2018,LandScan Global
China,Henan,97823229,2018,LandScan Global
China,Hubei,59481364,2018,LandScan Global
China,Hunan,68265623,2018,LandScan Global
China,Jiangsu,81445826,2018,LandScan Global
China,Jiangxi,46325097,2018,LandScan Global
China,Jilin,28422421,2018,LandScan Global
China,Liaoning,45277426,2018,LandScan Global
China,Inner Mongolia,25671793,2018,LandScan Global
China,Ningxia,6536814,2018,LandScan Global
China,Qinghai,5882963,2018,LandScan Global
China,Shaanxi,38784381,2018,LandScan Global
China,Shandong,98812535,2018,LandScan Global
China,Shanghai,23928425,2018,LandScan Global
China,Shanxi,37075677,2018,LandScan Global
China,Sichuan,83648748,2018,LandScan Global
China,Tianjin,13572558,2018,LandScan Global
China,Tibet,3119595,2018,LandScan Global
China,Yunnan,47733556,2018,LandScan Global
China,Zhejiang,56045852,2018,LandScan Global
Colombia,Amazonas,60012,2018,LandScan Global
Colombia,Antioquia,6410568,2018,LandScan Global
Colombia,Arauca,268991,2018,LandScan Global
Colombia,Atlantico,2472922,2018,LandScan Global
Colombia,Bolivar,2074684,2018,LandScan Global
Colombia,Boyaca,1348484,2018,LandScan Global
Colombia,Cordoba,1673326,2018,LandScan Global
Colombia,Caldas,981323,2018,LandScan Global
Colombia,Caqueta,499401,2018,LandScan Global
Colombia,Casanare,357530,2018,LandScan Global
Colombia,Cauca,1388584,2018,LandScan Global
Colombia,Cesar,1028399,2018,LandScan Global
Colombia,Choco,429707,2018,LandScan Global
Colombia,Cundinamarca,2842593,2018,LandScan Global
Colombia,Huila,1139120,2018,LandScan Global
Colombia,La Guajira,925035,2018,LandScan Global
Colombia,Magdalena,1087102,2018,LandScan Global
Colombia,Meta,962658,2018,LandScan Global
Colombia,Narino,1688070,2018,LandScan Global
Colombia,Norte de Santander,1378460,2018,LandScan Global
Colombia,Putumayo,341433,2018,LandScan Global
Colombia,Quindio,579661,2018,LandScan Global
Colombia,Risaralda,958729,2018,LandScan Global
Colombia,San Andres y Providencia,63697,2018,LandScan Global
Colombia,Bogota,7775225,2018,LandScan Global
Colombia,Santander,2056851,2018,LandScan Global
Colombia,Sucre,826408,2018,LandScan Global
Colombia,Tolima,1459612,2018,LandScan Global
Colombia,Valle del Cauca,4574310,2018,LandScan Global
Colombia,Vaupes,44060,2018,LandScan Global
Colombia,Vichada,73756,2018,LandScan Global
Comoros,Anjouan,327234,2018,LandScan Global
Comoros,Grande Comore,411728,2018,LandScan Global
Comoros,Moheli,49904,2018,LandScan Global
Costa Rica,Alajuela,972225,2018,LandScan Global
Costa Rica,Cartago,540019,2018,LandScan Global
Costa Rica,Guanacaste,374443,2018,LandScan Global
Costa Rica,Heredia,483855,2018,LandScan Global
Costa Rica,Limon,444025,2018,LandScan Global
Costa Rica,Puntarenas,472522,2018,LandScan Global
Costa Rica,San Jose,1688417,2018,LandScan Global
Ivory Coast,Bas-Sassandra,2617561,2018,LandScan Global
Ivory Coast,Comoe,1373887,2018,LandScan Global
Ivory Coast,Denguele,336295,2018,LandScan Global
Ivory Coast,Abidjan,5401240,2018,LandScan Global
Ivory Coast,Yamoussoukro,409295,2018,LandScan Global
Ivory Coast,Goh-Djiboua,1860380,2018,LandScan Global
Ivory Coast,Lacs,1454712,2018,LandScan Global
Ivory Coast,Lagunes,1703518,2018,LandScan Global
Ivory Coast,Montagnes,2742000,2018,LandScan Global
Ivory Coast,Sassandra-Marahoue,2655112,2018,LandScan Global
Ivory Coast,Savanes,1870407,2018,LandScan Global
Ivory Coast,Vallee du Bandama,1664637,2018,LandScan Global
Ivory Coast,Woroba,972694,2018,LandScan Global
Ivory Coast,Zanzan,1079649,2018,LandScan Global
Croatia,Bjelovarsko-Bilogorska Zupanija,112827,2018,LandScan Global
Croatia,Brodsko-Posavska Zupanija,140566,2018,LandScan Global
Croatia,"Zagreb, Grad",830508,2018,LandScan Global
Croatia,Dubrovacko-Neretvanska Zupanija,111743,2018,LandScan Global
Croatia,Istarska Zupanija,213054,2018,LandScan Global
Croatia,Karlovacka Zupanija,123722,2018,LandScan Global
Croatia,Koprivnicko-Krizevacka Zupanija,113532,2018,LandScan Global
Croatia,Krapinsko-Zagorska Zupanija,130439,2018,LandScan Global
Croatia,Licko-Senjska Zupanija,45371,2018,LandScan Global
Croatia,Medimurska Zupanija,115179,2018,LandScan Global
Croatia,Osjecko-Baranjska Zupanija,289966,2018,LandScan Global
Croatia,Pozesko-Slavonska Zupanija,71671,2018,LandScan Global
Croatia,Primorsko-Goranska Zupanija,266556,2018,LandScan Global
Croatia,Sibensko-Kninska Zupanija,99795,2018,LandScan Global
Croatia,Sisacko-Moslavacka Zupanija,154990,2018,LandScan Global
Croatia,Splitsko-Dalmatinska Zupanija,387602,2018,LandScan Global
Croatia,Varazdinska Zupanija,176291,2018,LandScan Global
Croatia,Viroviticko-Podravska Zupanija,80145,2018,LandScan Global
Croatia,Vukovarsko-Srijemska Zupanija,164499,2018,LandScan Global
Croatia,Zadarska Zupanija,161152,2018,LandScan Global
Croatia,Zagrebacka Zupanija,330283,2018,LandScan Global
Cuba,Artemisa,517722,2018,LandScan Global
Cuba,Camaguey,760273,2018,LandScan Global
Cuba,Ciego de Avila,424546,2018,LandScan Global
Cuba,Cienfuegos,405069,2018,LandScan Global
Cuba,La Habana,2024681,2018,LandScan Global
Cuba,Granma,816922,2018,LandScan Global
Cuba,Guantanamo,504771,2018,LandScan Global
Cuba,Holguin,1013220,2018,LandScan Global
Cuba,Isla de la Juventud,82131,2018,LandScan Global
Cuba,Las Tunas,529135,2018,LandScan Global
Cuba,Matanzas,693746,2018,LandScan Global
Cuba,Mayabeque,432651,2018,LandScan Global
Cuba,Pinar del Rio,589700,2018,LandScan Global
Cuba,Sancti Spiritus,461441,2018,LandScan Global
Cuba,Santiago de Cuba,1020907,2018,LandScan Global
Cuba,Villa Clara,764562,2018,LandScan Global
Czechia,Jihocesky Kraj,646212,2018,LandScan Global
Czechia,Jihomoravsky Kraj,1193205,2018,LandScan Global
Czechia,Karlovarsky Kraj,299296,2018,LandScan Global
Czechia,Kralovehradecky Kraj,555789,2018,LandScan Global
Czechia,Liberecky Kraj,445573,2018,LandScan Global
Czechia,Moravskoslezsky Kraj,1232921,2018,LandScan Global
Czechia,Olomoucky Kraj,638143,2018,LandScan Global
Czechia,Pardubicky Kraj,518874,2018,LandScan Global
Czechia,Plzensky Kraj,583733,2018,LandScan Global
Czechia,"Praha, Hlavni Mesto",1305362,2018,LandScan Global
Czechia,Stredocesky Kraj,1365137,2018,LandScan Global
Czechia,Ustecky Kraj,828113,2018,LandScan Global
Czechia,Vysocina,513399,2018,LandScan Global
Czechia,Zlinsky Kraj,587221,2018,LandScan Global
Denmark,Hovedstaden,1790757,2018,LandScan Global
Denmark,Midtjylland,1289823,2018,LandScan Global
Denmark,Nordjylland,582284,2018,LandScan Global
Denmark,Sjashlland,778093,2018,LandScan Global
Denmark,Syddanmark,1153460,2018,LandScan Global
Disputed Territory,China/India,3208,2018,LandScan Global
Djibouti,Ali Sabieh,82627,2018,LandScan Global
Djibouti,Arta,63273,2018,LandScan Global
Djibouti,Dikhil,88502,2018,LandScan Global
Djibouti,Djibouti,504632,2018,LandScan Global
Djibouti,Obock,19409,2018,LandScan Global
Djibouti,Tadjourah,80296,2018,LandScan Global
Ecuador,Azuay,822708,2018,LandScan Global
Ecuador,Bolivar,204320,2018,LandScan Global
Ecuador,Canar,281166,2018,LandScan Global
Ecuador,Carchi,183994,2018,LandScan Global
Ecuador,Chimborazo,498709,2018,LandScan Global
Ecuador,Cotopaxi,459088,2018,LandScan Global
Ecuador,El Oro,679234,2018,LandScan Global
Ecuador,Esmeraldas,598373,2018,LandScan Global
Ecuador,Galapagos,26701,2018,LandScan Global
Ecuador,Guayas,4106687,2018,LandScan Global
Ecuador,Imbabura,455375,2018,LandScan Global
Ecuador,Loja,495798,2018,LandScan Global
Ecuador,Los Rios,868652,2018,LandScan Global
Ecuador,Manabi,1516841,2018,LandScan Global
Ecuador,Morona-Santiago,182459,2018,LandScan Global
Ecuador,Napo,127306,2018,LandScan Global
Ecuador,Orellana,153000,2018,LandScan Global
Ecuador,Pastaza,100196,2018,LandScan Global
Ecuador,Pichincha,3004200,2018,LandScan Global
Ecuador,Santa Elena,354046,2018,LandScan Global
Ecuador,Santo Domingo de los Tsachilas,428877,2018,LandScan Global
Ecuador,Sucumbios,218562,2018,LandScan Global
Ecuador,Tungurahua,564438,2018,LandScan Global
Ecuador,Zamora-Chinchipe,110527,2018,LandScan Global
Egypt,Ad Daqahliyah,6671272,2018,LandScan Global
Egypt,Al Bahr al Ahmar,382317,2018,LandScan Global
Egypt,Al Buhayrah,6697120,2018,LandScan Global
Egypt,Al Fayyum,3509717,2018,LandScan Global
Egypt,Al Gharbiyah,5353669,2018,LandScan Global
Egypt,Al Iskandariyah,5489415,2018,LandScan Global
Egypt,Al Isma'iliyah,1346508,2018,LandScan Global
Egypt,Al Jizah,8732883,2018,LandScan Global
Egypt,Al Minufiyah,4464206,2018,LandScan Global
Egypt,Al Minya,5751932,2018,LandScan Global
Egypt,Al Qahirah,11059696,2018,LandScan Global
Egypt,Al Qalyubiyah,5360341,2018,LandScan Global
Egypt,Al Uqsur,753249,2018,LandScan Global
Egypt,Al Wadi al Jadid,292692,2018,LandScan Global
Egypt,As Suways,693478,2018,LandScan Global
Egypt,Ash Sharqiyah,7334018,2018,LandScan Global
Egypt,Aswan,1608345,2018,LandScan Global
Egypt,Asyut,4768186,2018,LandScan Global
Egypt,Bani Suwayf,3180338,2018,LandScan Global
Egypt,Bur Sa'id,749095,2018,LandScan Global
Egypt,Dumyat,1514967,2018,LandScan Global
Egypt,Janub Sina',181152,2018,LandScan Global
Egypt,Kafr ash Shaykh,3333844,2018,LandScan Global
Egypt,Matruh,491712,2018,LandScan Global
Egypt,Qina,3949635,2018,LandScan Global
Egypt,Shamal Sina',508164,2018,LandScan Global
Egypt,Suhaj,5149779,2018,LandScan Global
El Salvador,Ahuachapan,313166,2018,LandScan Global
El Salvador,Cabanas,163957,2018,LandScan Global
El Salvador,Chalatenango,199248,2018,LandScan Global
El Salvador,Cuscatlan,238949,2018,LandScan Global
El Salvador,La Libertad,744907,2018,LandScan Global
El Salvador,La Paz,317189,2018,LandScan Global
El Salvador,La Union,259122,2018,LandScan Global
El Salvador,Morazan,189504,2018,LandScan Global
El Salvador,San Miguel,469526,2018,LandScan Global
El Salvador,San Salvador,1686194,2018,LandScan Global
El Salvador,San Vicente,171289,2018,LandScan Global
El Salvador,Santa Ana,557619,2018,LandScan Global
El Salvador,Sonsonate,457600,2018,LandScan Global
El Salvador,Usulutan,366390,2018,LandScan Global
Eritrea,Anseba,900649,2018,LandScan Global
Eritrea,Debub,1564129,2018,LandScan Global
Eritrea,Debubawi K'eyih Bahri,134678,2018,LandScan Global
Eritrea,Gash Barka,1179795,2018,LandScan Global
Eritrea,Ma'akel,1111919,2018,LandScan Global
Eritrea,Semenawi K'eyih Bahri,1056041,2018,LandScan Global
Estonia,Harjumaa,550616,2018,LandScan Global
Estonia,Hiiumaa,8175,2018,LandScan Global
Estonia,Ida-Virumaa,133865,2018,LandScan Global
Estonia,Jarvamaa,28027,2018,LandScan Global
Estonia,Jogevamaa,29362,2018,LandScan Global
Estonia,Laanemaa,21983,2018,LandScan Global
Estonia,Laane-Virumaa,54519,2018,LandScan Global
Estonia,Parnumaa,73845,2018,LandScan Global
Estonia,Polvamaa,26173,2018,LandScan Global
Estonia,Raplamaa,34704,2018,LandScan Global
Estonia,Saaremaa,29569,2018,LandScan Global
Estonia,Tartumaa,137266,2018,LandScan Global
Estonia,Vorumaa,31568,2018,LandScan Global
Estonia,Valgamaa,27003,2018,LandScan Global
Estonia,Viljandimaa,44358,2018,LandScan Global
Ethiopia,Adis Abeba,5632347,2018,LandScan Global
Ethiopia,Afar,604904,2018,LandScan Global
Ethiopia,Amara,27480933,2018,LandScan Global
Ethiopia,Binshangul Gumuz,1211720,2018,LandScan Global
Ethiopia,Dire Dawa,374119,2018,LandScan Global
Ethiopia,Gambela Hizboch,301653,2018,LandScan Global
Ethiopia,Hareri Hizb,357328,2018,LandScan Global
Ethiopia,Oromiya,42973695,2018,LandScan Global
Ethiopia,YeDebub Biheroch Bihereseboch na Hizboch,23148239,2018,LandScan Global
Ethiopia,Sumale,2025125,2018,LandScan Global
Ethiopia,Tigray,6585540,2018,LandScan Global
Federated States of Micronesia,Chuuk,38128,2018,LandScan Global
Federated States of Micronesia,Kosrae,6030,2018,LandScan Global
Federated States of Micronesia,Pohnpei,33682,2018,LandScan Global
Federated States of Micronesia,Yap,9611,2018,LandScan Global
France,Grand Est,5583363,2018,LandScan Global
France,Nouvelle-Aquitaine,5991610,2018,LandScan Global
France,Auvergne-Rhone-Alpes,8088366,2018,LandScan Global
France,Normandie,3308014,2018,LandScan Global
France,Bourgogne-Franche-Comte,2797595,2018,LandScan Global
France,Bretagne,3278577,2018,LandScan Global
France,Centre-Val de Loire,2599694,2018,LandScan Global
France,Corsica,313626,2018,LandScan Global
France,Ile-de-France,12289748,2018,LandScan Global
France,Occitanie,5890107,2018,LandScan Global
France,Hauts-de-France,6028104,2018,LandScan Global
France,Pays de la Loire,3749401,2018,LandScan Global
France,Provence-Alpes-Cote d'Azur,4923504,2018,LandScan Global
Gabon,Estuaire,1039224,2018,LandScan Global
Gabon,Haut-Ogooue,293362,2018,LandScan Global
Gabon,Moyen-Ogooue,81183,2018,LandScan Global
Gabon,Ngounie,118777,2018,LandScan Global
Gabon,Nyanga,61666,2018,LandScan Global
Gabon,Ogooue-Ivindo,74505,2018,LandScan Global
Gabon,Ogooue-Lolo,76384,2018,LandScan Global
Gabon,Ogooue-Maritime,183343,2018,LandScan Global
Gabon,Woleu-Ntem,183353,2018,LandScan Global
Georgia,Abkhazia,288017,2018,LandScan Global
Georgia,Ajaria,423602,2018,LandScan Global
Georgia,Guria,134931,2018,LandScan Global
Georgia,Imereti,619328,2018,LandScan Global
Georgia,K'akheti,385106,2018,LandScan Global
Georgia,Kvemo Kartli,548287,2018,LandScan Global
Georgia,Mtskheta Mtianeti,112584,2018,LandScan Global
Georgia,Rach'a-Lechkhumi da Kvemo Svaneti,36874,2018,LandScan Global
Georgia,Samegrelo-Zemo Svaneti,391764,2018,LandScan Global
Georgia,Samtskhe-Javakheti,190287,2018,LandScan Global
Georgia,Shida Kartli,381854,2018,LandScan Global
Georgia,Tbilisi,1398165,2018,LandScan Global
Germany,Baden-Wurttemberg,10472398,2018,LandScan Global
Germany,Bavaria,12361998,2018,LandScan Global
Germany,Berlin,3376451,2018,LandScan Global
Germany,Brandenburg,2506275,2018,LandScan Global
Germany,Bremen,633696,2018,LandScan Global
Germany,Hamburg,1760137,2018,LandScan Global
Germany,Hesse,5955791,2018,LandScan Global
Germany,Mecklenburg-Western Pomerania,1591024,2018,LandScan Global
Germany,Lower Saxony,7798686,2018,LandScan Global
Germany,North Rhine-Westphalia,17553577,2018,LandScan Global
Germany,Rhineland-Palatinate,3968205,2018,LandScan Global
Germany,Saarland,996286,2018,LandScan Global
Germany,Saxony,4069243,2018,LandScan Global
Germany,Saxony-Anhalt,2273980,2018,LandScan Global
Germany,Schleswig-Holstein,2718679,2018,LandScan Global
Germany,Thuringia,2182724,2018,LandScan Global
Ghana,Ashanti,5370825,2018,LandScan Global
Ghana,Brong-Ahafo,2624712,2018,LandScan Global
Ghana,Central,2321413,2018,LandScan Global
Ghana,Eastern,2993229,2018,LandScan Global
Ghana,Greater Accra,4306255,2018,LandScan Global
Ghana,Northern,2847361,2018,LandScan Global
Ghana,Upper East,1192472,2018,LandScan Global
Ghana,Upper West,790312,2018,LandScan Global
Ghana,Volta,2425854,2018,LandScan Global
Ghana,Western,2704594,2018,LandScan Global
Guatemala,Alta Verapaz,1240221,2018,LandScan Global
Guatemala,Baja Verapaz,313283,2018,LandScan Global
Guatemala,Chimaltenango,691407,2018,LandScan Global
Guatemala,Chiquimula,423370,2018,LandScan Global
Guatemala,El Progreso,178814,2018,LandScan Global
Guatemala,Escuintla,767044,2018,LandScan Global
